Price,Property Type,Number Of Bedrooms,Number Of Bathrooms,Area,Location
"780,000 SAR",Apartment,5,3,177 sqm,"An Naim, Jeddah, Makkah Al Mukarramah"
"460,000 SAR",Apartment,5,3,118 sqm,"Umm Hablain Al Gharbia, Jeddah, Makkah Al Mukarramah"
"990,000 SAR",Apartment,5,3,137 sqm,"An Nahdah, Jeddah, Makkah Al Mukarramah"
"600,000 SAR",Apartment,3,3,115 sqm,"Al Hazm, Riyadh, Ar Riyadh"
"780,000 SAR",Apartment,5,3,163 sqm,"An Naim, Jeddah, Makkah Al Mukarramah"
"450,000 SAR",Apartment,3,3,82 sqm,"الزهرة, Riyadh, Ar Riyadh"
"1,050,000 SAR",Apartment,6,5,261 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"890,000 SAR",Villa,7,4,386 sqm,"Al Haylah Al Gharbi, Muhayil, Asir"
"500,000 SAR",Apartment,5,3,171 sqm,"Eatud Al Janubi, Khamis Mushayt, Asir"
"1,250,000 SAR",Villa,5,5,208 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"600,000 SAR",Apartment,7,5,292 sqm,"Al Sharaf, Khamis Mushayt, Asir"
"570,000 SAR",Apartment,7,4,255 sqm,"العزيزية, Al Jubail, Eastern"
"1,100,000 SAR",Villa,7,5,391 sqm,"Al Wafa, Jeddah, Makkah Al Mukarramah"
"1,100,000 SAR",Apartment,6,4,185 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"780,000 SAR",Villa,7,6,361 sqm,"الرحبة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"900,000 SAR",Apartment,5,4,182 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"1,150,000 SAR",Villa,7+,6,298 sqm,"أم العراد, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"690,000 SAR",Apartment,5,3,167 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"570,000 SAR",Apartment,7,5,172 sqm,"Al Badi, Abha, Asir"
"840,000 SAR",Apartment,6,4,225 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"780,000 SAR",Apartment,2,3,99 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"780,000 SAR",Apartment,3,2,116 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"780,000 SAR",Apartment,3,2,116 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"1,350,000 SAR",Apartment,6,3,165 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"2,400,000 SAR",Villa,7+,7+,343 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"450,000 SAR",Apartment,6,3,216 sqm,"An Noor, Khamis Mushayt, Asir"
"780,000 SAR",Apartment,3,2,116 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"8,000,000 SAR",Whole Building,7+,7+,472 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"780,000 SAR",Apartment,3,2,116 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"1,030,000 SAR",Villa,7+,5,263 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"750,000 SAR",Villa,7,4,299 sqm,"الرحاب, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"575,000 SAR",Apartment,5,3,198 sqm,"Ar Rehab 3, Jazan, Jazan"
"1,030,000 SAR",Villa,7+,5,263 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"950,000 SAR",Apartment,6,5,205 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"370,000 SAR",Apartment,5,3,208 sqm,"Mishrif, Al Kharj, Ar Riyadh"
"1,100,000 SAR",Apartment,6,5,236 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"815,000 SAR",Apartment,6,4,165 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"1,050,000 SAR",Villa,7+,7,381 sqm,"Al Wurud, Samith, Jazan"
"1,400,000 SAR",Villa,7,5,319 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"730,000 SAR",Apartment,5,4,151 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"2,700,000 SAR",Villa,7+,7,455 sqm,"Al Mahdiyah, Riyadh, Ar Riyadh"
"5,700,000 SAR",Villa,6,5,405 sqm,"An Narjis, Riyadh, Ar Riyadh"
"1,150,000 SAR",Villa,6,7,300 sqm,"Al Muruj, Samith, Jazan"
"700,000 SAR",Apartment,5,4,122 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"1,100,000 SAR",Apartment,6,5,240 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"850,000 SAR",Apartment,5,5,242 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"740,000 SAR",Apartment,6,4,211 sqm,"Badr, Riyadh, Ar Riyadh"
"595,000 SAR",Apartment,5,5,220 sqm,"Badr, Riyadh, Ar Riyadh"
"410,000 SAR",Apartment,5,3,136 sqm,"Al Muhammadiyah 3, Jazan, Jazan"
"450,000 SAR",Apartment,6,4,209 sqm,"السناح, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"590,000 SAR",Apartment,6,6,229 sqm,"Al Badi, Abha, Asir"
"450,000 SAR",Apartment,6,4,209 sqm,"السناح, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,030,000 SAR",Villa,7+,5,263 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"1,030,000 SAR",Villa,7+,5,265 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"770,000 SAR",Apartment,6,5,219 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"850,000 SAR",Villa,7+,5,262 sqm,"Uqaz, Riyadh, Ar Riyadh"
"850,000 SAR",Villa,7+,5,252 sqm,"Oraid, Riyadh, Ar Riyadh"
"410,000 SAR",Apartment,5,3,148 sqm,"Al Muhammadiyah 3, Jazan, Jazan"
"3,500,000 SAR",Villa,5,6,576 sqm,"Al Basatin, Jeddah, Makkah Al Mukarramah"
"400,000 SAR",Apartment,3,2,79 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"1,150,000 SAR",Apartment,4,4,155 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"1,350,000 SAR",Full Floor,7,6,203 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"880,000 SAR",Apartment,6,5,224 sqm,"Al Wurud, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Apartment,5,3,162 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"510,000 SAR",Apartment,5,4,160 sqm,"Al Muhammadiyah 3, Jazan, Jazan"
"580,000 SAR",Apartment,5,3,160 sqm,"Ash Shulah, Ad Dammam, Eastern"
"465,000 SAR",Apartment,5,3,126 sqm,"Ar Rughamah, Jeddah, Makkah Al Mukarramah"
"465,000 SAR",Apartment,5,3,126 sqm,"Ar Rughamah, Jeddah, Makkah Al Mukarramah"
"1,500,000 SAR",Apartment,4,3,175 sqm,"An Nahdah, Jeddah, Makkah Al Mukarramah"
"500,000 SAR",Apartment,4,3,125 sqm,"Al Awaly, Riyadh, Ar Riyadh"
"1,000,000 SAR",Villa,7+,6,261 sqm,"Ash Sheraa, Al Khubar, Eastern"
"1,050,000 SAR",Villa,7+,6,389 sqm,"الرحاب, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,200,000 SAR",Villa,7,5,288 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"900,000 SAR",Apartment,4,2,105 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"550,000 SAR",Apartment,6,3,149 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Apartment,6,4,230 sqm,"Sharqia, Abha, Asir"
"7,000,000 SAR",Villa,7+,7+,475 sqm,"King Fahd, Riyadh, Ar Riyadh"
"850,000 SAR",Villa,7+,7,203 sqm,"Ad Danah, Al Ahsa, Eastern"
"3,400,000 SAR",Villa,4,5,325 sqm,"Al Arid, Riyadh, Ar Riyadh"
"510,000 SAR",Apartment,5,4,157 sqm,"Al Hamra, Al Khubar, Eastern"
"510,000 SAR",Apartment,5,4,157 sqm,"Al Hamra, Al Khubar, Eastern"
"850,000 SAR",Villa,6,6,203 sqm,"Ad Danah, Al Ahsa, Eastern"
"580,000 SAR",Apartment,5,4,148 sqm,"Al Hamra, Al Khubar, Eastern"
"580,000 SAR",Apartment,5,4,135 sqm,"Al Hamra, Al Khubar, Eastern"
"730,000 SAR",Apartment,6,3,164 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"800,000 SAR",Apartment,5,3,158 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,700,000 SAR",Apartment,4,4,164 sqm,"An Nahdah, Jeddah, Makkah Al Mukarramah"
"545,000 SAR",Apartment,6,4,190 sqm,"Al Maealaa, Ahad Rifaydah, Asir"
"610,000 SAR",Apartment,6,4,178 sqm,"Al Wahah, Ad Dammam, Eastern"
"690,000 SAR",Apartment,5,3,148 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"1,500,000 SAR",Apartment,5,5,219 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"1,500,000 SAR",Villa,7+,7+,450 sqm,"As Sawari, Al Khubar, Eastern"
"700,000 SAR",Apartment,5,3,183 sqm,"أم العراد, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,200,000 SAR",Villa,7,7,360 sqm,"Al Wurud, Al Kharj, Ar Riyadh"
"540,000 SAR",Apartment,6,4,149 sqm,"البحر, Al Jubail, Eastern"
"450,000 SAR",Apartment,4,3,165 sqm,"Aleasiluh, Jazan"
"450,000 SAR",Apartment,4,3,165 sqm,"Aleasiluh, Jazan"
"2,200,000 SAR",Villa,6,7,343 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"700,000 SAR",Apartment,5,3,219 sqm,"Aleasiluh, Jazan"
"980,000 SAR",Apartment,5,6,251 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"450,000 SAR",Apartment,4,3,151 sqm,"An Nur, Ad Dammam, Eastern"
"4,300,000 SAR",Villa,6,7+,301 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"1,250,000 SAR",Apartment,4,4,193 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"7,000,000 SAR",Whole Building,7+,7+,670 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"1,450,000 SAR",Villa,7+,6,200 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"3,200,000 SAR",Villa,6,4,345 sqm,"Al Basatin, Jeddah, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,7,6,600 sqm,"Al Madayin, Hail, Hail"
"2,000,000 SAR",Villa,7+,7+,400 sqm,"Al Yaqoot, Jeddah, Makkah Al Mukarramah"
"950,000 SAR",Apartment,5,4,171 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"850,000 SAR",Apartment,5,3,158 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,500,000 SAR",Villa,7,6,312 sqm,"Al Noor, Jeddah, Makkah Al Mukarramah"
"2,100,000 SAR",Villa,7+,7+,400 sqm,"Al Yaqoot, Jeddah, Makkah Al Mukarramah"
"585,000 SAR",Apartment,5,4,158 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"900,000 SAR",Apartment,5,5,179 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,050,000 SAR",Villa,6,5,353 sqm,"ريحه, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"850,000 SAR",Villa,7,7,230 sqm,"Ad Danah, Al Ahsa, Eastern"
"585,000 SAR",Apartment,6,3,158 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"425,000 SAR",Apartment,5,3,136 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"1,580,000 SAR",Villa,7,6,200 sqm,"Al Loaloa, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,4,188 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"3,200,000 SAR",Villa,5,7+,459 sqm,"Abhur Ash Shamaliyah, Jeddah, Makkah Al Mukarramah"
"620,000 SAR",Apartment,5,3,193 sqm,"Al Muhammadiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"530,000 SAR",Apartment,5,4,182 sqm,"Al Buhayrat, Makah Almukaramuh, Makkah Al Mukarramah"
"660,000 SAR",Apartment,5,3,198 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"560,000 SAR",Apartment,5,4,147 sqm,"Ar Rabwah, Jeddah, Makkah Al Mukarramah"
"600,000 SAR",Apartment,6,4,241 sqm,"العزيزية, Al Jubail, Eastern"
"449,000 SAR",Apartment,4,2,113 sqm,"Badr, Riyadh, Ar Riyadh"
"1,800,000 SAR",Villa,7+,7+,540 sqm,"Al Murjan, Riyadh, Ar Riyadh"
"640,000 SAR",Apartment,4,5,177 sqm,"Ar Rabwah, Jeddah, Makkah Al Mukarramah"
"850,000 SAR",Apartment,5,4,205 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"620,000 SAR",Apartment,6,4,184 sqm,"Al Jamiyin, Ad Dammam, Eastern"
"3,500,000 SAR",Whole Building,7+,7+,420 sqm,"Al Bawadi, Jeddah, Makkah Al Mukarramah"
"850,000 SAR",Villa,7,7,230 sqm,"Ad Danah, Al Ahsa, Eastern"
"1,800,000 SAR",Villa,7+,7+,540 sqm,"Al Murjan, Riyadh, Ar Riyadh"
"665,000 SAR",Apartment,6,3,174 sqm,"Umm Asalam, Jeddah, Makkah Al Mukarramah"
"850,000 SAR",Villa,7+,7,230 sqm,"Ad Danah, Al Ahsa, Eastern"
"609,000 SAR",Apartment,6,4,184 sqm,"Al Wahah, Ad Dammam, Eastern"
"850,000 SAR",Villa,7,7,230 sqm,"Ad Danah, Al Ahsa, Eastern"
"620,000 SAR",Apartment,6,4,184 sqm,"Al Wahah, Ad Dammam, Eastern"
"1,500,000 SAR",Apartment,4,4,207 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"5,500,000 SAR",Whole Building,7+,7+,610 sqm,"Al Buhayrat, Makah Almukaramuh, Makkah Al Mukarramah"
"710,000 SAR",Apartment,5,3,175 sqm,"Al Muhammadiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"560,000 SAR",Apartment,5,4,171 sqm,"Governmental1, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,5,149 sqm,"Badr, Riyadh, Ar Riyadh"
"1,800,000 SAR",Villa,7+,7+,540 sqm,"Al Murjan, Riyadh, Ar Riyadh"
"650,000 SAR",Apartment,5,5,149 sqm,"Badr, Riyadh, Ar Riyadh"
"560,000 SAR",Apartment,5,3,179 sqm,"An Nawwariyah, Makah Almukaramuh, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,5,149 sqm,"Badr, Riyadh, Ar Riyadh"
"450,000 SAR",Apartment,5,3,123 sqm,"Al Manar, Jeddah, Makkah Al Mukarramah"
"550,000 SAR",Apartment,5,3,182 sqm,"Al Muhammadiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"630,000 SAR",Apartment,6,4,214 sqm,"Al Badi, Abha, Asir"
"1,300,000 SAR",Apartment,6,5,315 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,080,000 SAR",Villa,7,7,290 sqm,"Al Sahafah, Al Ahsa, Eastern"
"1,100,000 SAR",Villa,7+,5,265 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"680,000 SAR",Apartment,5,4,189 sqm,"Al Nakhil, Al Ahsa, Eastern"
"520,000 SAR",Apartment,5,5,178 sqm,"Al Nakhil, Al Ahsa, Eastern"
"1,600,000 SAR",Villa,3,1,264 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"760,000 SAR",Apartment,5,4,176 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"620,000 SAR",Apartment,4,4,190 sqm,"Badr, Riyadh, Ar Riyadh"
"720,000 SAR",Apartment,5,4,210 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"760,000 SAR",Apartment,5,4,206 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,4,210 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"700,000 SAR",Apartment,7+,5,380 sqm,"الحلقة الغربية, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"500,000 SAR",Apartment,5,4,135 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"400,000 SAR",Apartment,2,2,100 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,3,213 sqm,"Al Arin, Abha, Asir"
"900,000 SAR",Apartment,6,4,214 sqm,"Namar, Riyadh, Ar Riyadh"
"540,000 SAR",Apartment,5,4,171 sqm,"Governmental1, Jeddah, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,3,167 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"570,000 SAR",Apartment,5,3,174 sqm,"Al Hazm, Riyadh, Ar Riyadh"
"650,000 SAR",Apartment,3,3,544 sqm,"Al Murjan, Riyadh, Ar Riyadh"
"600,000 SAR",Apartment,6,3,171 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Apartment,5,2,135 sqm,"An Nahdah, Riyadh, Ar Riyadh"
"1,100,000 SAR",Apartment,6,5,236 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,700,000 SAR",Villa,7,7,225 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"625,000 SAR",Apartment,5,4,155 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Apartment,5,2,135 sqm,"An Nahdah, Riyadh, Ar Riyadh"
"680,000 SAR",Apartment,5,4,190 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"770,000 SAR",Apartment,7+,4,140 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"1,700,000 SAR",Villa,7+,6,467 sqm,"Taibah, Jeddah, Makkah Al Mukarramah"
"640,000 SAR",Apartment,5,4,155 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"620,000 SAR",Apartment,5,4,155 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"1,500,000 SAR",Villa,7+,7,488 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"560,000 SAR",Apartment,5,3,166 sqm,"An Nur, Ad Dammam, Eastern"
"700,000 SAR",Villa,7+,6,800 sqm,"Taibah, Riyad Al Khabra, Al Qassim"
"1,100,000 SAR",Villa,7+,6,450 sqm,"Jarana, Makah Almukaramuh, Makkah Al Mukarramah"
"1,150,000 SAR",Villa,7,6,220 sqm,"Ar Riyadh, Jeddah, Makkah Al Mukarramah"
"630,000 SAR",Apartment,5,4,172 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"520,000 SAR",Apartment,5,3,218 sqm,"Ghirnatah, Khamis Mushayt, Asir"
"1,450,000 SAR",Villa,7+,7+,300 sqm,"Ar Rahmanyah, Jeddah, Makkah Al Mukarramah"
"520,000 SAR",Apartment,5,3,218 sqm,"Ghirnatah, Khamis Mushayt, Asir"
"550,000 SAR",Apartment,7,4,212 sqm,"Al Ghadir, Abha, Asir"
"1,100,000 SAR",Villa,7+,5,263 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"500,000 SAR",Apartment,6,4,210 sqm,"Ar Rehab 1, Jazan, Jazan"
"500,000 SAR",Apartment,6,4,210 sqm,"Ar Rehab 1, Jazan, Jazan"
"500,000 SAR",Apartment,6,3,198 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"1,480,000 SAR",Villa,7,6,294 sqm,"Airport, Madinah, Al Madinah Al Munawwarah"
"850,000 SAR",Apartment,5,4,195 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"980,000 SAR",Villa,5,5,201 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"2,400,000 SAR",Villa,7+,7+,430 sqm,"Ash Shulah, Ad Dammam, Eastern"
"1,350,000 SAR",Villa,7,6,262 sqm,"Airport, Madinah, Al Madinah Al Munawwarah"
"980,000 SAR",Apartment,5,4,186 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"630,000 SAR",Apartment,5,4,172 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"1,150,000 SAR",Villa,7+,6,272 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"499,000 SAR",Apartment,5,3,214 sqm,"Ghirnatah, Khamis Mushayt, Asir"
"1,000,000 SAR",Villa,6,6,315 sqm,"Ar Rabwah, Bariduh, Al Qassim"
"560,000 SAR",Apartment,5,4,134 sqm,"Ar Rabwah, Jeddah, Makkah Al Mukarramah"
"2,400,000 SAR",Villa,7+,7,430 sqm,"Ash Shulah, Ad Dammam, Eastern"
"1,150,000 SAR",Villa,6,5,288 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,200,000 SAR",Apartment,5,5,177 sqm,"Az Zahra, Jeddah, Makkah Al Mukarramah"
"490,000 SAR",Apartment,4,3,132 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"549,000 SAR",Apartment,6,3,181 sqm,"Mraykh, Jeddah, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,6,6,200 sqm,"Al Khomrah, Jeddah, Makkah Al Mukarramah"
"1,070,000 SAR",Villa,7+,5,269 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"930,000 SAR",Apartment,6,5,251 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"500,000 SAR",Apartment,6,4,210 sqm,"Ar Rehab 1, Jazan, Jazan"
"560,000 SAR",Apartment,4,4,134 sqm,"Ar Rabwah, Jeddah, Makkah Al Mukarramah"
"900,000 SAR",Apartment,5,4,205 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"650,000 SAR",Apartment,3,2,121 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"630,000 SAR",Apartment,5,4,190 sqm,"Al Muruj, Abha, Asir"
"1,000,000 SAR",Apartment,5,4,183 sqm,"Al Mahdiyah, Riyadh, Ar Riyadh"
"490,000 SAR",Apartment,5,3,129 sqm,"Al Manar, Jeddah, Makkah Al Mukarramah"
"499,000 SAR",Apartment,5,3,214 sqm,"Ghirnatah, Khamis Mushayt, Asir"
"1,600,000 SAR",Villa,7+,6,264 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,150,000 SAR",Villa,7+,6,272 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"820,000 SAR",Villa,7,6,320 sqm,"North Al Tadamun, Khamis Mushayt, Asir"
"499,000 SAR",Apartment,5,3,214 sqm,"Ghirnatah, Khamis Mushayt, Asir"
"400,000 SAR",Apartment,5,3,165 sqm,"Ar Rawabi, Abha, Asir"
"2,500,000 SAR",Villa,7+,7+,433 sqm,"Al Buhirat, Jeddah, Makkah Al Mukarramah"
"490,000 SAR",Apartment,4,3,128 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"2,300,000 SAR",Villa,7,6,343 sqm,"As Saif, Ad Dammam, Eastern"
"2,200,000 SAR",Villa,7,7,375 sqm,"Abhur Ash Shamaliyah, Jeddah, Makkah Al Mukarramah"
"870,000 SAR",Apartment,6,5,204 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,7+,5,265 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"560,000 SAR",Apartment,5,4,134 sqm,"Ar Rabwah, Jeddah, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,6,6,399 sqm,"Al Wurud, Al Kharj, Ar Riyadh"
"560,000 SAR",Apartment,4,3,154 sqm,"Al Hazm, Riyadh, Ar Riyadh"
"900,000 SAR",Apartment,5,4,156 sqm,"Al Mahdiyah, Riyadh, Ar Riyadh"
"1,150,000 SAR",Villa,7+,7,288 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,000,000 SAR",Villa,6,4,280 sqm,"Al Gharbia, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,4,186 sqm,"Ar Rehab 3, Jazan, Jazan"
"1,000,000 SAR",Villa,7,5,287 sqm,"Al misyal Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"770,000 SAR",Villa,7,4,252 sqm,"ريحه, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"700,000 SAR",Apartment,6,4,185 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"430,000 SAR",Apartment,5,3,122 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"980,000 SAR",Villa,5,5,201 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"510,000 SAR",Apartment,6,4,168 sqm,"Ash Shulah, Ad Dammam, Eastern"
"830,000 SAR",Apartment,5,4,177 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"540,000 SAR",Apartment,4,3,131 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"670,000 SAR",Apartment,5,3,162 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,4,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,3,161 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,3,161 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"540,000 SAR",Apartment,4,3,131 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"670,000 SAR",Apartment,5,3,162 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,3,161 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"2,600,000 SAR",Villa,7+,7+,361 sqm,"Ar Rabwah, Riyadh, Ar Riyadh"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"2,100,000 SAR",Villa,5,5,328 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,750,000 SAR",Villa,6,7+,396 sqm,"Al Yaqoot, Jeddah, Makkah Al Mukarramah"
"13,000,000 SAR",Villa,7+,7+,741 sqm,"An Narjis, Riyadh, Ar Riyadh"
"1,950,000 SAR",Villa,6,7+,241 sqm,"Ash Sheraa, Jeddah, Makkah Al Mukarramah"
"1,200,000 SAR",Apartment,3,3,167 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"2,300,000 SAR",Villa,7,5,310 sqm,"An Naim, Jeddah, Makkah Al Mukarramah"
"720,000 SAR",Villa,7+,7,348 sqm,"Al Madayin, Hail, Hail"
"630,000 SAR",Apartment,5,4,172 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"630,000 SAR",Apartment,5,4,172 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
